direction,entry_epoch,signal_entry_price,entry_price,entry_slippage,exit_epoch,exit_price_modelo,exit_price,exit_slippage,gross_profit,spread_cost,commission_cost,profit,profit_pct,r_multiple,resultado_tipo,motivo_salida
BUY,1785113040,3102.377,3102.44330951555,0.0663095155501892,1785113400,3104.596492609993,3104.4474982078805,0.14899440211263706,1.0006769827751243,0.01791781358175033,0.0,0.9827591691933739,0.9141360586114283,1.8282721172228564,TAKE,Take Profit
BUY,1785152640,3109.02,3109.211591488671,0.19159148867092385,1785152760,3108.101681996176,3108.0546510478034,0.047030948372734,-0.5654337292505235,0.018081606776615442,0.0,-0.5835153360271389,-0.537853506084932,-1.075707012169864,STOP,Stop Loss
BUY,1785160740,3093.096,3093.1965498333166,0.10054983331647235,1785161460,3092.1679986416443,3092.1673495332016,0.0006491084425349857,-0.5398711190388668,0.017984354220613438,0.0,-0.5578554732594802,-0.5169822117012824,-1.0339644234025647,STOP,Stop Loss
SELL,1785264240,3086.229,3086.1266536744224,0.10234632557723417,1785264300,3083.959134186161,3084.024273039109,0.0651388529480458,1.0412221204477483,0.017891378308404402,0.0,1.0233307421393438,0.9532810762253805,1.9065621524507608,TAKE,Take Profit
SELL,1785301140,3090.526,3090.506276182269,0.019723817730570616,1785301260,3091.2021084510393,3091.3182408858224,0.1161324347832524,-0.6322925688992043,0.018061933432088922,0.0,-0.6503545023312932,-0.6001152504671847,-1.2002305009343694,STOP,Stop Loss
SELL,1785314640,3096.235,3096.0572584541715,0.177741545828826,1785314880,3097.36868437138,3097.5056971947242,0.1370128233441835,-0.5948777737663644,0.017953541015036364,0.0,-0.6128313147814007,-0.5689047769352095,-1.1378095538704187,STOP,Stop Loss
SELL,1785315540,3097.006,3096.9269220706997,0.07907792930009559,1785315720,3097.9969987976497,3098.1521891419934,0.1551903443439074,-0.6132102978114303,0.017851402462570557,0.0,-0.6310617002740009,-0.5891803193960676,-1.178360638792135,STOP,Stop Loss
SELL,1785318240,3086.872,3086.7851625325097,0.08683746748997806,1785318660,3083.67918836744,3083.6863168624195,0.007128494979497738,1.0623297780464274,0.017746225512526574,0.0,1.044583552533901,0.9810382418095009,1.9620764836190019,TAKE,Take Profit
SELL,1785325440,3091.449,3091.251627143573,0.19737285642702812,1785325740,3088.3211627169526,3088.4160661261317,0.09490340917891066,1.0403982701571717,0.017920322771283956,0.0,1.0224779473858878,0.9509482245713925,1.9018964491427852,TAKE,Take Profit
SELL,1785365040,3098.863,3098.7056726767446,0.157327323255424,1785365520,3099.6891298669807,3099.7311998759956,0.0420700090148088,-0.5659384596435815,0.018090735762516345,0.0,-0.5840291954060978,-0.5380555026183275,-1.076111005236655,STOP,Stop Loss
SELL,1785428040,3078.261,3078.1074064169497,0.15359358305025536,1785428280,3079.294032433873,3079.4819395192785,0.18790708540551956,-0.6252817708705,0.01799339756327933,0.0,-0.6432751684337793,-0.5958437126465259,-1.1916874252930518,STOP,Stop Loss
SELL,1785687240,3061.659,3061.5589046155505,0.10009538444975033,1785687480,3062.9338230383605,3063.0216636520436,0.08784061368295887,-0.5708668606352438,0.017886185035207964,0.0,-0.5887530456704518,-0.5486106032034739,-1.0972212064069475,STOP,Stop Loss
SELL,1785688140,3063.537,3063.442692952126,0.09430704787397537,1785688320,3064.5023398890594,3064.5722575956343,0.06991770657495702,-0.5688525796282907,0.0177880595275943,0.0,-0.586640639155885,-0.5496577055391081,-1.0993154110782162,STOP,Stop Loss
SELL,1785742140,3050.765,3050.6088818307185,0.15611816928144534,1785742320,3051.872230596012,3051.9021304822913,0.029899886279637744,-0.543268951315858,0.017690286087736463,0.0,-0.5609592374035944,-0.528500250195189,-1.0570005003903777,STOP,Stop Loss
BUY,1785878040,3013.236,3013.2812277558305,0.04522775583072907,1785878280,3012.5077285907223,3012.3808265376174,0.12690205310502387,-0.6145128965303712,0.01759679288150077,0.0,-0.632109689411872,-0.5986978173319414,-1.197395634663883,STOP,Stop Loss
BUY,1785878940,3012.554,3012.633316748274,0.07931674827382106,1785879300,3014.442665589573,3014.3026415883005,0.14002400127246825,0.9682675908945132,0.017491441266603402,0.0,0.9507761496279098,0.905944165431531,1.811888330863062,TAKE,Take Profit
SELL,1785976140,3041.795,3041.665825603066,0.12917439693388855,1785976320,3042.7780718515323,3042.8452753133192,0.06720346178713035,-0.5614900694394055,0.017649903958201922,0.0,-0.5791399733976074,-0.5468773605123688,-1.0937547210247376,STOP,Stop Loss
SELL,1786006740,3033.798,3033.7514897831184,0.04651021688145777,1786006860,3034.381774864309,3034.461665317373,0.07989045306374083,-0.5933496685106596,0.01755338062930724,0.0,-0.6109030491399668,-0.5800431096826754,-1.160086219365351,STOP,Stop Loss
SELL,1786013040,3042.848,3042.770083541744,0.07791645825575541,1786013220,3043.7211707545525,3043.862325387422,0.14115463286950983,-0.6012485801749285,0.0174515634544466,0.0,-0.6187001436293752,-0.5908736536645814,-1.1817473073291629,STOP,Stop Loss
