direction,entry_epoch,signal_entry_price,entry_price,entry_slippage,exit_epoch,exit_price_modelo,exit_price,exit_slippage,gross_profit,spread_cost,commission_cost,profit,profit_pct,r_multiple,resultado_tipo,motivo_salida
BUY,1783894380,2914.344,2914.394044436851,0.05004443685083352,1783894500,2913.7091965062536,2913.6522651664513,0.05693133980246068,-0.541564949866064,0.016666666666670327,0.0,-0.5582316165327343,-0.5582316165327343,-1.1164632330654687,STOP,Stop Loss
BUY,1783894800,2914.962,2914.9656658483127,0.003665848312504721,1783894920,2914.2341115847576,2914.1297333554116,0.1043782293456972,-0.5681506450342423,0.01657362806391432,0.0,-0.5847242730981566,-0.5880067124745241,-1.1760134249490481,STOP,Stop Loss
BUY,1783899420,2929.292,2929.415109797823,0.1231097978230196,1783899720,2930.771682606997,2930.666827885491,0.10485472150577776,0.9121600357127188,0.016476174018391375,0.0,0.8956838616943273,0.9060394934470626,1.812078986894125,TAKE,Take Profit
BUY,1783903860,2939.17,2939.2671364946304,0.09713649463044502,1783904160,2940.92551717227,2940.7755540708627,0.149963101407317,0.9073234522027812,0.016625454662013574,0.0,0.8906979975407676,0.892905904077345,1.78581180815469,TAKE,Take Profit
BUY,1783907100,2933.81,2933.9206241724783,0.11062417247819638,1783907460,2935.564124124442,2935.422822158706,0.1413019657362901,0.9199048143439162,0.01677390432826366,0.0,0.9031309100156526,0.8973570815131149,1.7947141630262298,TAKE,Take Profit
BUY,1783908120,2936.744,2936.880169852014,0.1361698520139893,1783908240,2936.127517883035,2936.0638514832026,0.06366639983252541,-0.5506816104051835,0.016924426146599,0.0,-0.5676060365517824,-0.5589613808616486,-1.1179227617232972,STOP,Stop Loss
BUY,1783910220,2939.032,2939.113140442366,0.08114044236592659,1783910400,2938.345795693497,2938.304928324445,0.04086736905231192,-0.531784519582804,0.016829825140506505,0.0,-0.5486143447233105,-0.5432957464332493,-1.0865914928664984,STOP,Stop Loss
BUY,1783910760,2940.101,2940.1078273785124,0.006827378512339451,1783911060,2941.6785500452866,2941.6266471104464,0.05190293484009223,0.9711171805502499,0.01673838941638658,0.0,0.9543787911338633,0.9502893492242684,1.9005786984485367,TAKE,Take Profit
BUY,1783911540,2942.585,2942.7002661899323,0.11526618993247363,1783911840,2944.149037658265,2944.0946295687845,0.05440808948079459,0.9757724890709377,0.016897452548243798,0.0,0.9588750365226939,0.9457786943375703,1.8915573886751404,TAKE,Take Profit
BUY,1783912080,2944.345,2944.420044747835,0.07504474783523005,1783912380,2945.818902435124,2945.8026232214715,0.016279213652514866,1.011525662582762,0.017057265054336287,0.0,0.9944683975284258,0.9716958281028489,1.943391656205698,TAKE,Take Profit
